codigo;codigo_legacy;capitulo;partida;descripcion;unidad;precio;categoria;subcategoria;apartado;coste_materiales;coste_mano_obra;coste_complementarios;coste_otros;rendimiento;desperdicio_pct;notas_tecnicas
02.10.06.010;CT-02-06-010;Demoliciones y desmontajes;Demolición de revestimiento cerámico de escalera.;Demolición del revestimiento cerámico de escalera, comprendiendo huellas, contrahuellas y su capa de pega, ejecutada con martillo eléctrico manual sin comprometer la losa de la escalera. El rendimiento es sensiblemente menor que en un piso corrido por la posición forzada de trabajo, la superficie fragmentada en peldaños y la dificultad de evacuar el escombro por la propia escalera. Incluye la protección del hueco y del pasamanos, el control de polvo, el retiro manual del escombro en sacos y la limpieza, dejando los peldaños listos para el nuevo revestimiento. No incluye el bote del escombro, que se valora en el capítulo de gestión de residuos. Medido en superficie realmente demolida, desarrollando huella y contrahuella.;m2;7.27;02 Demoliciones y desmontajes;02.10 Revestimientos, pisos y cielos rasos;02.10.06 Escaleras y sus revestimientos;0.79;3.17;0.06;1.57;0.850 h/m²;;Coste directo 5.59 USD + margen 30%
02.10.06.020;CT-02-06-020;Demoliciones y desmontajes;Demolición de revestimiento de granito o piedra natural en escalera.;Demolición del revestimiento de granito, terrazo o piedra natural de escalera, comprendiendo huellas, contrahuellas y su capa de asiento, ejecutada con martillo eléctrico manual. Al mayor espesor y peso de las piezas se suma la dificultad propia del trabajo en escalera, por lo que el rendimiento es el más bajo de los grupos de demolición de revestimientos. Incluye la protección del hueco y del pasamanos, el control de polvo, el retiro manual del escombro en sacos y el repicado de los restos de mortero adheridos a los peldaños. No incluye el bote del escombro, que se valora en el capítulo de gestión de residuos. Medido en superficie realmente demolida, desarrollando huella y contrahuella.;m2;8.58;02 Demoliciones y desmontajes;02.10 Revestimientos, pisos y cielos rasos;02.10.06 Escaleras y sus revestimientos;1.04;3.67;0.07;1.82;0.980 h/m²;;Coste directo 6.60 USD + margen 30%
02.10.06.030;CT-02-06-030;Demoliciones y desmontajes;Demolición de zócalo escalonado de escalera.;Demolición del zócalo o rodapié escalonado que acompaña a la escalera en su encuentro con el paramento, incluida su capa de pega, ejecutada con medios manuales y martillo eléctrico, cuidando de no dañar el friso por encima de la línea del zócalo. Incluye el repicado de los restos de mortero adheridos, el retiro del escombro en sacos hasta el punto de acopio y la limpieza de la zona. No incluye el bote del escombro, que se valora en el capítulo de gestión de residuos. Medido en longitud real de la línea inclinada del zócalo.;m;1.78;02 Demoliciones y desmontajes;02.10 Revestimientos, pisos y cielos rasos;02.10.06 Escaleras y sus revestimientos;0.23;0.82;0.01;0.31;0.220 h/m;;Coste directo 1.37 USD + margen 30%
02.10.06.040;CT-02-06-040;Demoliciones y desmontajes;Demolición de escalera de concreto armado.;Demolición de escalera de concreto armado, comprendiendo losa inclinada, peldaños y descansos, ejecutada con martillo neumático y corte de armaduras, previa validación estructural y apeo. Es de las demoliciones más complejas por la posición de trabajo, por la dificultad de evacuar el escombro y porque suele ser la única vía de comunicación entre niveles, lo que obliga a prever un acceso alternativo antes de empezar. Incluye la validación estructural, el apeo, el acordonamiento de ambos niveles, la demolición descendente desde el descanso superior, el corte del acero, el descenso del escombro y la limpieza. No incluye el bote del escombro. Medido en superficie realmente ejecutada.;m2;34.44;02 Demoliciones y desmontajes;02.10 Revestimientos, pisos y cielos rasos;02.10.06 Escaleras y sus revestimientos;3.94;10.95;0.26;11.34;2.600 h/m²;;Coste directo 26.49 USD + margen 30%
02.11.01.010;CT-02-14-010;Demoliciones y desmontajes;Desmontaje de mueble de baño y sus accesorios.;Desmontaje de mueble de baño con su lavamanos integrado, espejo y accesorios como toalleros, jaboneras y portarrollos. Ejecutado con medios manuales y atornillador. Incluye el cierre previo de las llaves de paso, la desconexión de las tomas de agua y del desagüe con recogida del agua retenida en el sifón, el corte del sellado perimetral, el desmontaje del mueble y del espejo con sostenimiento previo, la extracción de los anclajes, el resane de los huecos y el retiro del material. Si el cliente desea conservar el elemento, se desmonta con cuidado y se acopia protegido. No incluye el bote del escombro, que se valora en el capítulo de gestión de residuos. Medido por conjunto realmente desmontado.;ud;7.01;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.82;4.32;0.05;0.20;0.960 h/ud;;Coste directo 5.39 USD + margen 30%
02.11.01.020;CT-02-14-020;Demoliciones y desmontajes;Desmontaje de mueble de cocina alto o bajo.;Desmontaje de mueble de cocina alto o bajo, incluidas las puertas, los entrepaños, los cajones y los herrajes de fijación al paramento. Ejecutado con medios manuales y atornillador. Incluye el vaciado previo del contenido si el cliente no lo hubiera retirado, la desconexión de las instalaciones que atraviesen el mueble, el desmontaje ordenado desde las puertas hacia el cuerpo, la extracción de tacos y tornillos del muro, el resane de los huecos de anclaje y la clasificación de las piezas aprovechables. Si el cliente desea conservar el elemento, se desmonta con cuidado y se acopia protegido. No incluye el bote del escombro, que se valora en el capítulo de gestión de residuos. Medido en longitud de frente de mueble realmente desmontada.;m;5.23;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.78;2.95;0.04;0.25;0.660 h/m;;Coste directo 4.02 USD + margen 30%
02.11.01.030;CT-02-14-030;Demoliciones y desmontajes;Desmontaje de mesón de cocina y su salpicadero.;Desmontaje de mesón o tope de cocina, sea de granito, cuarzo, concreto o laminado, junto con su salpicadero y la estructura de apoyo. Ejecutado con medios manuales, amoladora y martillo eléctrico según el material. Incluye el desmontaje previo del fregadero y de la placa de cocción si permanecieran, el corte del sellado perimetral, el sostenimiento del tablero por dos operarios dado su peso, el corte en tramos manejables cuando no pueda extraerse entero, el picado de los apoyos de obra, el resane del paramento y el retiro del material. Si el cliente desea conservar el elemento, se desmonta con cuidado y se acopia protegido. No incluye el bote del escombro, que se valora en el capítulo de gestión de residuos. Medido en longitud de mesón realmente desmontada.;m;8.92;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;1.46;4.32;0.07;1.01;0.960 h/m;;Coste directo 6.86 USD + margen 30%
02.11.01.040;CT-02-14-040;Demoliciones y desmontajes;Desmontaje de mobiliario fijo diverso.;Desmontaje de mobiliario fijo no clasificado en las partidas anteriores, tal como repisas de obra, bancos, barras, mostradores o estanterías ancladas al paramento. Ejecutado con medios manuales, atornillador, amoladora y martillo eléctrico según el material y el tipo de anclaje. Incluye el vaciado previo, el sostenimiento del elemento antes de liberar el último anclaje, la extracción de las fijaciones, el picado de los apoyos de obra si los tuviera, el resane de los huecos y el retiro del material clasificado. Si el cliente desea conservar el elemento, se desmonta con cuidado y se acopia protegido. No incluye el bote del escombro, que se valora en el capítulo de gestión de residuos. Medido en superficie de frente realmente desmontada.;m2;6.54;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.93;3.13;0.05;0.92;0.700 h/m²;;Coste directo 5.03 USD + margen 30%
02.11.01.050;;Demoliciones y desmontajes;Desmontaje de closet empotrado.;Desmontaje de closet empotrado, con desmontaje de paneles y puertas. Incluye la retirada del closet. Medido por unidad desmontada.;ud;7.14;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.21;5.05;0.05;0.18;1.100 h/ud;;Coste directo 5.49 USD + margen 30%
02.11.01.060;;Demoliciones y desmontajes;Desmontaje de estante o repisa fija.;Desmontaje de estante o repisa fija. Incluye la retirada del estante y sus soportes. Medido por unidad desmontada.;ud;4.68;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.16;3.25;0.04;0.15;0.700 h/ud;;Coste directo 3.60 USD + margen 30%
02.11.01.070;;Demoliciones y desmontajes;Desmontaje de mueble de cocina con piedra.;Desmontaje de mueble de cocina con su mesón y salpicadero. Incluye la retirada del mueble y el mesón. Medido por unidad desmontada.;ud;8.44;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.30;5.95;0.06;0.18;1.300 h/ud;;Coste directo 6.49 USD + margen 30%
02.11.01.080;;Demoliciones y desmontajes;Desmontaje de campana de cocina.;Desmontaje de campana de cocina empotrada, con desconexión. Incluye la desconexión y la retirada. Medido por unidad desmontada.;ud;4.72;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.19;3.25;0.04;0.15;0.700 h/ud;;Coste directo 3.63 USD + margen 30%
02.11.01.090;;Demoliciones y desmontajes;Desmontaje de mueble de baño empotrado.;Desmontaje de mueble de baño empotrado, con retirada de accesorios. Incluye la retirada del mueble. Medido por unidad desmontada.;ud;5.89;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.19;4.15;0.04;0.15;0.900 h/ud;;Coste directo 4.53 USD + margen 30%
02.11.01.100;;Demoliciones y desmontajes;Desmontaje de espejo empotrado.;Desmontaje de espejo empotrado o fijado al muro. Incluye la retirada del espejo. Medido por unidad desmontada.;ud;3.46;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.16;2.35;0.03;0.12;0.500 h/ud;;Coste directo 2.66 USD + margen 30%
02.11.01.110;;Demoliciones y desmontajes;Desmontaje de barra de cocina.;Desmontaje de barra de cocina o mostrador. Incluye la retirada de la barra y sus soportes. Medido por unidad desmontada.;ud;7.98;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.30;5.60;0.06;0.18;1.200 h/ud;;Coste directo 6.14 USD + margen 30%
02.11.01.120;;Demoliciones y desmontajes;Desmontaje de mueble de lavadero.;Desmontaje de mueble de lavadero, con desconexión. Incluye la desconexión y la retirada. Medido por unidad desmontada.;ud;5.89;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.19;4.15;0.04;0.15;0.900 h/ud;;Coste directo 4.53 USD + margen 30%
02.11.01.130;;Demoliciones y desmontajes;Desmontaje de tablero o mesón de oficina.;Desmontaje de tablero o mesón de oficina. Incluye la retirada del tablero y sus soportes. Medido por unidad desmontada.;ud;5.89;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.19;4.15;0.04;0.15;0.900 h/ud;;Coste directo 4.53 USD + margen 30%
02.11.01.140;;Demoliciones y desmontajes;Desmontaje de perchero o gancho fijo.;Desmontaje de perchero o gancho fijo. Incluye la retirada del accesorio. Medido por unidad desmontada.;ud;2.44;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.11;1.63;0.02;0.12;0.350 h/ud;;Coste directo 1.88 USD + margen 30%
02.11.01.150;;Demoliciones y desmontajes;Desmontaje de cortinero.;Desmontaje de cortinero o riel de cortinas. Incluye la retirada del riel y sus soportes. Medido por unidad desmontada.;ud;2.44;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.11;1.63;0.02;0.12;0.350 h/ud;;Coste directo 1.88 USD + margen 30%
02.11.01.160;;Demoliciones y desmontajes;Desmontaje de zapatero empotrado.;Desmontaje de zapatero o mueble bajo empotrado. Incluye la retirada del mueble. Medido por unidad desmontada.;ud;5.89;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.19;4.15;0.04;0.15;0.900 h/ud;;Coste directo 4.53 USD + margen 30%
02.11.01.170;;Demoliciones y desmontajes;Desmontaje de mueble de cocina alto.;Desmontaje de mueble de cocina alto, con retirada de fijaciones. Incluye la retirada del mueble. Medido por unidad desmontada.;ud;5.89;02 Demoliciones y desmontajes;02.11 Equipamiento y mobiliario fijo;02.11.01 Equipamiento y mobiliario fijo;0.19;4.15;0.04;0.15;0.900 h/ud;;Coste directo 4.53 USD + margen 30%
